datetime,open,high,low,close,volume
2020-10-19,0.02,0.58499,0.02,0.18508,143953924.6
2020-10-26,0.18509,0.2055,0.0925,0.10093,106697607.2
2020-11-02,0.10092,0.12822,0.077,0.12553,67478984.2
2020-11-09,0.12553,0.1737,0.11632,0.147,79885893.6
2020-11-16,0.14729,0.194,0.12642,0.12741,82898805.3
2020-11-23,0.12773,0.15849,0.09,0.13012,92434253.3
2020-11-30,0.13001,0.17322,0.11673,0.15661,65553850.7
2020-12-07,0.15662,0.228,0.1478,0.17493,130812018.4
2020-12-14,0.17464,0.276,0.15908,0.18776,97483592.2
2020-12-21,0.18655,0.20696,0.13851,0.18435,41943698.6
2020-12-28,0.18529,0.21535,0.14412,0.16089,47088317.8
2021-01-04,0.1608,0.20948,0.14001,0.19312,47470584.4
2021-01-11,0.19314,0.2,0.16105,0.18293,31568880.3
2021-01-18,0.18275,0.24,0.17459,0.20637,79428685.6
2021-01-25,0.20636,0.28583,0.189,0.21354,99523266.5
2021-02-01,0.21253,0.33285,0.20489,0.29554,82914783.5
2021-02-08,0.29499,0.42534,0.287,0.35897,97436927.3
2021-02-15,0.35786,0.5,0.3186,0.42271,50661773.1
2021-02-22,0.423,0.54,0.33951,0.37965,54905904.2
2021-03-01,0.37965,1.259,0.37499,0.88122,262320306.8
2021-03-08,0.88122,1.5979,0.86666,1.40622,170097856.8
2021-03-15,1.40622,2.05672,1.18,1.55491,130104937.6
2021-03-22,1.55864,4.99,1.53967,3.67509,278645466.5
2021-03-29,3.67775,3.77,2.99241,3.049,104090955.9
2021-04-05,3.04999,3.075,2.11901,2.26401,81105196.5
2021-04-12,2.26497,3.186,1.99625,2.16135,105727851.9
2021-04-19,2.162,2.28867,1.42,1.9395,101905137.83
2021-04-26,1.9395,3.0927,1.918,2.6836,107276208.53
2021-05-03,2.6836,2.8698,2.0517,2.1517,53652745.7
2021-05-10,2.1521,2.5631,1.6189,1.8462,44721255.81
2021-05-17,1.8461,2.3675,0.732,0.9156,88096695.45
2021-05-24,0.9154,1.359,0.8854,1.0033,50208177.67
2021-05-31,1.0033,1.27,0.943,1.09,47585775.88
