datetime,open,high,low,close,volume
2020-10-05,4.0,9.482,1.159,2.465,22273164.469
2020-10-12,2.465,4.888,2.213,3.534,16946202.461
2020-10-19,3.543,4.1,2.751,3.607,10021905.806
2020-10-26,3.608,4.05,2.556,2.655,7225425.554
2020-11-02,2.664,3.275,2.058,2.936,6495574.078
2020-11-09,2.935,4.417,2.656,4.212,5504654.711
2020-11-16,4.215,5.39,3.62,3.762,7396437.007
2020-11-23,3.762,4.2,2.47,3.045,8803056.264
2020-11-30,3.037,3.5,2.9,2.996,4266203.634
2020-12-07,2.999,4.786,2.934,3.505,10060873.99
2020-12-14,3.505,4.628,3.27,4.198,6552430.862
2020-12-21,4.199,4.642,3.333,3.468,3998789.221
2020-12-28,3.47,3.939,3.193,3.527,2839841.477
2021-01-04,3.528,5.49,3.35,4.985,5341156.731
2021-01-11,4.984,5.873,3.601,4.109,11765555.202
2021-01-18,4.108,9.89,3.945,9.287,7425621.933
2021-01-25,9.285,12.9,6.677,10.276,11800407.19
2021-02-01,10.287,29.55,9.488,26.612,8869958.916
2021-02-08,26.603,56.6,24.837,49.843,8841950.923
2021-02-15,49.737,102.942,38.662,83.229,8842972.179
2021-02-22,83.202,83.5,37.5,46.02,8932936.953
2021-03-01,46.0,56.999,36.0,39.663,6346615.636
2021-03-08,39.737,65.4,36.889,45.891,8116641.318
2021-03-15,45.991,51.853,40.0,43.322,3744516.123
2021-03-22,43.35,57.929,35.2,48.878,5047831.953
2021-03-29,48.871,70.919,47.0,57.812,5326639.068
2021-04-05,57.841,68.0,48.943,66.003,2872419.424
2021-04-12,65.934,98.306,60.38,73.2,6540667.824
2021-04-19,73.326,91.0,55.961,63.188,5314916.178
2021-04-26,63.194,135.0,62.47,123.855,9453848.796
2021-05-03,123.722,145.0,104.464,139.086,6011951.951
2021-05-10,139.084,147.634,90.0,116.0,7359331.851
2021-05-17,115.846,144.54,19.8,25.233,37938908.182
2021-05-24,25.234,44.65,25.195,29.949,16512788.152
2021-05-31,29.92,35.8,27.849,29.02,8143388.488
2021-06-07,29.042,30.028,21.376,25.23,6692080.273
2021-06-14,25.241,34.799,23.51,26.315,6470399.621
2021-06-21,26.347,26.619,15.528,18.644,6715394.006
2021-06-28,18.651,21.692,17.061,20.75,3458882.736
2021-07-05,20.749,22.982,18.25,19.572,3969440.424
2021-07-12,19.574,20.14,15.461,16.578,2527069.383
2021-07-19,16.551,18.4,13.363,18.349,2906825.991
2021-07-26,18.349,32.364,18.255,27.569,15165879.515
2021-08-02,27.556,35.0,26.21,30.19,5584477.546
2021-08-09,30.205,39.769,29.0,37.984,6632083.094
2021-08-16,37.985,39.897,32.525,34.713,4380666.519
2021-08-23,34.698,38.24,30.77,31.34,3327756.537
2021-08-30,31.39,40.67,29.516,37.95,5854350.789
2021-09-06,37.98,42.98,27.02,34.56,6406195.876
2021-09-13,34.56,36.92,30.24,30.77,2711675.26
2021-09-20,30.82,31.1,19.82,21.53,4525859.437
2021-09-27,21.55,27.92,20.1,27.33,2974425.68
2021-10-04,27.31,31.6,24.7,26.69,2831486.67
2021-10-11,26.67,32.0,25.3,27.76,3156838.86
2021-10-18,27.8,34.21,26.94,30.45,3214806.78
2021-10-25,30.49,32.63,22.38,26.07,3778797.95
2021-11-01,26.07,27.74,24.91,27.09,2409712.25
2021-11-08,27.11,29.22,23.71,24.3,2430950.19
2021-11-15,24.29,25.6,20.5,22.96,2439705.05
2021-11-22,22.98,28.99,20.11,22.53,5142963.0
2021-11-29,22.56,25.34,16.53,17.72,2974255.875
2021-12-06,17.71,20.62,14.72,17.8,4680276.13
2021-12-13,17.8,17.9,14.76,15.48,1844660.54
2021-12-20,15.51,17.98,14.29,17.11,1410953.25
2021-12-27,17.12,17.68,14.82,16.04,1390541.4
2022-01-03,16.04,16.9,13.31,14.09,1654116.245
2022-01-10,14.09,14.7,12.68,14.05,1000529.154
2022-01-17,14.04,14.05,6.18,8.17,4215107.1
2022-01-24,8.17,8.72,6.71,7.79,3277825.5
2022-01-31,7.79,9.11,7.52,8.91,1582046.87
2022-02-07,8.91,10.98,8.56,8.7,2987598.36
2022-02-14,8.7,14.44,8.51,8.95,10668872.96
2022-02-21,8.94,10.05,7.42,8.4,3787146.05
2022-02-28,8.4,11.5,8.3,8.47,3861084.72
2022-03-07,8.48,9.22,8.15,8.26,1740462.93
2022-03-14,8.25,9.7,8.09,8.96,2589427.33
2022-03-21,8.96,11.0,8.9,10.9,2816286.03
2022-03-28,10.89,16.86,10.51,12.8,8169711.1
2022-04-04,12.81,13.99,10.66,10.7,4232013.15
2022-04-11,10.68,10.73,9.24,9.76,2016358.32
2022-04-18,9.75,11.75,9.43,10.38,2443705.09
2022-04-25,10.39,10.4,7.23,8.0,2454995.63
2022-05-02,8.0,8.64,6.46,6.91,2079572.06
2022-05-09,6.91,6.95,3.01,5.01,8229132.0
2022-05-16,5.01,6.69,4.3,4.95,8324673.71
2022-05-23,4.94,5.15,4.11,4.66,2205312.34
2022-05-30,4.65,5.15,4.4,4.53,1857461.48
