datetime,open,high,low,close,volume
2020-11-16,0.4904,0.618,0.3293,0.3838,6081265.37
2020-11-23,0.3838,0.8478,0.38,0.658,33341104.17
2020-11-30,0.6581,0.68,0.5178,0.5363,5102222.92
2020-12-07,0.5376,0.68,0.5021,0.576,8260018.08
2020-12-14,0.5762,0.63,0.5448,0.5598,4568117.07
2020-12-21,0.5598,0.63,0.4261,0.487,6486329.14
2020-12-28,0.487,0.5188,0.4122,0.4537,5199864.87
2021-01-04,0.4524,0.5937,0.4063,0.5223,16054912.24
2021-01-11,0.519,0.5735,0.4233,0.5684,9047688.76
2021-01-18,0.5721,0.64,0.4724,0.5318,10133818.74
2021-01-25,0.5318,0.8457,0.5035,0.7999,23626865.45
2021-02-01,0.8014,0.83,0.6577,0.7295,19221258.28
2021-02-08,0.7296,2.0694,0.7279,2.06,39712213.11
2021-02-15,2.06,2.3738,1.5194,1.6943,39009836.77
2021-02-22,1.6947,1.7034,0.9817,1.0806,13466288.21
2021-03-01,1.0822,1.7199,1.08,1.5226,13366915.86
2021-03-08,1.53,1.5736,1.2555,1.43,9345126.83
2021-03-15,1.4286,1.769,1.2813,1.6381,14441155.4
2021-03-22,1.6402,1.8,1.3634,1.6749,12952139.43
2021-03-29,1.6833,2.3,1.58,2.2362,15915782.02
2021-04-05,2.2363,2.7,2.0241,2.4467,19772644.74
2021-04-12,2.4554,2.968,1.8578,2.3113,23560588.05
2021-04-19,2.3084,2.416,1.359,1.669,22771051.14
2021-04-26,1.6699,2.73,1.6288,2.6546,28211450.6
2021-05-03,2.6519,3.5556,2.35,3.2857,58089475.7
2021-05-10,3.2896,4.55,2.515,2.7575,69123948.59
2021-05-17,2.7666,2.9659,1.205,1.417,51201640.63
2021-05-24,1.417,1.98,1.325,1.4934,34142214.75
2021-05-31,1.4922,1.813,1.3914,1.6356,17200571.09
2021-06-07,1.6357,1.8,1.1762,1.3265,16530949.54
2021-06-14,1.3265,1.3788,1.0423,1.1791,10572443.09
2021-06-21,1.1786,1.849,1.0,1.2839,55957550.7
2021-06-28,1.2846,2.0407,1.2414,1.7747,22370697.39
2021-07-05,1.7669,1.817,1.47,1.6783,12249165.32
2021-07-12,1.6783,2.0628,1.3821,1.4937,23213612.35
2021-07-19,1.496,1.66,1.206,1.5998,12208107.01
2021-07-26,1.5999,2.0899,1.526,1.8825,22361236.19
2021-08-02,1.8758,2.2054,1.8183,2.0197,17837318.83
2021-08-09,2.0197,2.33,1.9048,2.3106,30581042.29
2021-08-16,2.3173,2.52,1.9712,2.3441,11711833.26
2021-08-23,2.346,2.5097,2.095,2.265,18568769.58
2021-08-30,2.261,3.22,2.16,2.728,15935014.11
2021-09-06,2.735,3.008,2.01,2.716,16389614.69
2021-09-13,2.711,2.758,2.372,2.468,7046154.2
2021-09-20,2.471,2.486,1.741,1.874,14338983.19
2021-09-27,1.869,2.129,1.622,2.051,10989010.13
2021-10-04,2.055,2.82,1.94,2.357,18563426.8
2021-10-11,2.358,2.477,2.011,2.09,8616940.5
2021-10-18,2.087,2.346,1.968,2.09,9767514.9
2021-10-25,2.087,2.411,1.816,2.27,9125934.0
2021-11-01,2.273,2.378,2.078,2.144,9004605.3
2021-11-08,2.145,2.241,1.96,2.094,9781097.9
2021-11-15,2.095,2.676,1.866,2.059,20010326.8
2021-11-22,2.054,2.133,1.862,2.058,10665164.6
2021-11-29,2.056,2.457,1.265,1.5,15220776.04
2021-12-06,1.502,1.823,1.356,1.478,11130856.3
2021-12-13,1.478,1.554,1.239,1.447,10706962.72
2021-12-20,1.447,1.593,1.338,1.539,5826563.9
2021-12-27,1.539,1.689,1.342,1.528,7565963.4
2022-01-03,1.529,1.597,1.244,1.315,7031088.1
2022-01-10,1.311,1.461,1.19,1.421,6131269.8
2022-01-17,1.423,1.423,0.909,1.003,11426397.94
2022-01-24,1.003,1.056,0.837,1.011,10416450.39
2022-01-31,1.008,1.424,0.958,1.194,24796606.3
2022-02-07,1.194,1.314,1.054,1.087,12158703.3
2022-02-14,1.088,1.25,0.956,0.977,23062776.9
2022-02-21,0.977,1.075,0.792,0.962,15076308.14
2022-02-28,0.963,1.053,0.893,0.919,8810492.7
2022-03-07,0.92,1.035,0.85,0.902,8528325.0
2022-03-14,0.9,0.992,0.85,0.972,11265846.5
2022-03-21,0.972,1.21,0.949,1.197,12322009.7
2022-03-28,1.199,1.678,1.199,1.364,19541039.9
2022-04-04,1.365,1.39,1.079,1.081,8671142.5
2022-04-11,1.082,1.249,0.957,1.048,21348320.0
2022-04-18,1.048,1.344,0.986,1.059,15633082.2
